frame,Nose_x,Nose_y,Nose_c,Neck_x,Neck_y,Neck_c,RShoulder_x,RShoulder_y,RShoulder_c,RElbow_x,RElbow_y,RElbow_c,RWrist_x,RWrist_y,RWrist_c,LShoulder_x,LShoulder_y,LShoulder_c,LElbow_x,LElbow_y,LElbow_c,LWrist_x,LWrist_y,LWrist_c,MidHip_x,MidHip_y,MidHip_c,RHip_x,RHip_y,RHip_c,RKnee_x,RKnee_y,RKnee_c,RAnkle_x,RAnkle_y,RAnkle_c,LHip_x,LHip_y,LHip_c,LKnee_x,LKnee_y,LKnee_c,LAnkle_x,LAnkle_y,LAnkle_c,REye_x,REye_y,REye_c,LEye_x,LEye_y,LEye_c,REar_x,REar_y,REar_c,LEar_x,LEar_y,LEar_c,LBigToe_x,LBigToe_y,LBigToe_c,LSmallToe_x,LSmallToe_y,LSmallToe_c,LHeel_x,LHeel_y,LHeel_c,RBigToe_x,RBigToe_y,RBigToe_c,RSmallToe_x,RSmallToe_y,RSmallToe_c,RHeel_x,RHeel_y,RHeel_c
571,1600.56,244.765,0.782162,1605.07,321.63,0.414253,1549.69,318.252,0.386158,0,0,0,0,0,0,1658.24,326.176,0.264507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587.01,239.032,0.89302,1612.98,234.556,0.831098,1571.18,257.189,0.578457,1632.23,253.798,0.626086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,158.765,248.161,0.851913,175.779,331.835,0.154657,112.446,334.084,0.0874697,0,0,0,0,0,0,242.489,332.963,0.261672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.885,235.698,0.785952,170.112,224.419,0.774483,128.265,248.145,0.0982846,198.398,223.264,0.460619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,1089.42,259.483,0.809,1129.05,311.446,0.652565,1070.24,319.37,0.532145,1008.04,388.363,0.26862,0,0,0,1192.36,302.39,0.586264,1224,390.626,0.285776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077,249.242,0.831885,1099.63,240.276,0.847892,0,0,0,1140.33,239.099,0.834725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,646.182,192.71,0.807346,669.922,329.555,0.398725,587.378,325.028,0.264216,561.369,413.247,0.11167,628.097,293.399,0.714736,757.007,340.858,0.342899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621.323,185.958,0.82071,666.55,176.886,0.848911,602.102,222.112,0.641391,697.07,214.221,0.434493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,1382.36,244.728,0.793625,1380.06,321.699,0.713194,1325.77,325.032,0.602547,1318.99,401.927,0.173979,0,0,0,1434.34,322.789,0.566675,1453.56,394.023,0.209513,1401.54,320.528,0.459147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371.05,232.347,0.888111,1397.05,233.441,0.867671,1354.08,248.093,0.669586,1415.14,249.234,0.751641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,1599.44,245.897,0.797055,1605.07,320.504,0.425227,1550.79,317.123,0.409187,0,0,0,0,0,0,1657.12,323.905,0.269792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586.96,239.047,0.876846,1612.97,234.568,0.822679,1571.2,257.186,0.556823,1632.25,254.907,0.608947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,158.778,248.164,0.854502,175.765,331.841,0.160221,111.32,335.209,0.0917088,0,0,0,0,0,0,242.476,332.972,0.267911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.878,235.711,0.783594,170.104,224.423,0.770201,126.035,249.238,0.136379,199.51,223.296,0.447152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,1089.41,259.491,0.801815,1130.16,311.465,0.642517,1070.24,319.384,0.519269,1009.16,390.619,0.234897,0,0,0,1193.47,302.39,0.587467,1224.01,391.76,0.282318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077,249.235,0.830333,1099.63,240.278,0.845718,0,0,0,1140.32,239.104,0.838959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,646.186,193.836,0.827182,671.056,329.585,0.394762,587.386,325.042,0.279406,561.379,413.247,0.118217,628.114,293.382,0.714936,758.143,340.887,0.339266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621.326,185.995,0.817123,668.795,176.958,0.844258,602.069,222.122,0.622124,699.315,211.968,0.448904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,1384.59,243.612,0.799989,1380.07,321.681,0.726797,1325.79,325.035,0.618883,1320.15,401.935,0.15772,0,0,0,1434.35,321.67,0.573914,1453.58,391.758,0.227567,1402.7,321.663,0.410466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372.13,232.303,0.898024,1397.06,232.322,0.881204,1354.04,247.03,0.660846,1415.13,248.12,0.707463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,1599.44,246.967,0.795901,1606.22,320.518,0.404508,1549.7,318.239,0.390989,0,0,0,0,0,0,1661.62,322.793,0.258217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586.95,239.042,0.870154,1611.9,233.464,0.823762,1571.17,257.188,0.542034,1632.23,252.67,0.605552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,158.767,248.184,0.851939,174.649,331.816,0.174179,111.321,332.959,0.0963022,0,0,0,0,0,0,241.362,332.974,0.276047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.866,235.706,0.785749,170.101,224.421,0.770599,127.148,248.175,0.127146,198.4,224.383,0.453893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,1089.4,259.487,0.796093,1130.17,311.448,0.650225,1070.24,319.358,0.533098,1009.18,384.982,0.278219,0,0,0,1193.47,302.388,0.590705,1225.14,391.762,0.281742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077,249.255,0.826539,1099.63,241.344,0.834217,0,0,0,1140.34,239.117,0.839084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,646.204,193.837,0.816853,671.042,329.547,0.395232,587.39,322.78,0.266335,562.516,413.244,0.112113,628.11,293.367,0.723068,758.128,339.762,0.34413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621.304,185.975,0.850579,668.791,176.919,0.84559,600.967,222.146,0.613424,699.3,215.342,0.448628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,1386.85,243.612,0.813335,1380.06,322.774,0.698013,1325.77,327.282,0.593859,1320.13,403.046,0.139853,0,0,0,1434.34,321.663,0.559048,1452.43,394.016,0.233685,1401.54,321.628,0.361078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372.18,231.226,0.893277,1398.17,232.301,0.877486,1354.05,248.093,0.670966,1415.12,249.238,0.666925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,1089.43,260.569,0.798571,1131.29,311.476,0.65984,1070.23,320.477,0.531608,1009.18,384.979,0.26129,0,0,0,1193.49,302.402,0.600538,1225.16,395.145,0.291279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077.01,249.27,0.82708,1099.67,241.349,0.827251,0,0,0,1140.35,239.103,0.839569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,158.787,248.17,0.859119,175.755,330.682,0.166322,112.446,329.554,0.0913803,0,0,0,0,0,0,241.364,334.076,0.259621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.991,236.813,0.779564,170.13,226.648,0.760917,127.162,248.163,0.125813,198.39,224.402,0.432065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,1598.32,246.974,0.817381,1605.11,320.497,0.382758,1549.69,318.251,0.35956,0,0,0,0,0,0,1660.52,321.658,0.240701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585.88,237.986,0.857078,1611.86,233.464,0.811584,1570.09,256.048,0.526547,1632.21,251.535,0.58586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,646.206,192.757,0.819916,668.81,329.562,0.39461,586.247,325.032,0.258194,561.372,413.245,0.105692,628.09,293.4,0.716919,758.124,339.75,0.353372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622.424,185.988,0.831387,671.049,176.935,0.856056,602.11,221.016,0.609686,700.417,217.615,0.467096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,1387.96,242.508,0.840995,1378.95,321.671,0.715741,1325.78,325.05,0.599066,1320.15,403.022,0.158445,0,0,0,1433.19,320.525,0.552748,1451.28,390.633,0.243461,1398.16,321.685,0.391626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373.3,231.202,0.890155,1399.28,232.311,0.859092,1354.07,247.005,0.659066,1415.14,249.275,0.621918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,1089.47,260.58,0.81181,1130.16,311.499,0.65924,1067.98,320.497,0.529079,1009.17,384.966,0.215418,1010.29,380.461,0.068587,1193.49,302.395,0.596568,1225.15,397.395,0.283257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077.02,249.293,0.826688,1099.67,241.341,0.826502,0,0,0,1141.45,239.098,0.829286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,158.791,248.164,0.855911,176.894,330.69,0.137217,113.576,328.429,0.0794373,0,0,0,0,0,0,242.481,334.098,0.22015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.006,236.811,0.770443,170.123,225.534,0.763313,128.263,248.16,0.115376,199.511,223.274,0.440393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,1597.24,245.866,0.820741,1606.2,319.371,0.37798,1550.81,318.246,0.38133,0,0,0,0,0,0,1659.38,320.518,0.241411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584.75,237.972,0.836133,1608.51,232.351,0.825456,1570.02,256.049,0.538318,1631.07,249.301,0.529602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,647.293,193.827,0.825089,671.063,329.546,0.3887,587.386,322.797,0.245993,561.368,413.244,0.112711,628.103,293.371,0.716613,758.127,340.858,0.338961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623.555,185.981,0.818698,671.068,176.95,0.856855,602.068,221.015,0.581378,699.323,211.96,0.476826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,1387.99,242.5,0.853161,1378.91,321.626,0.69005,1325.79,325.046,0.590492,1321.27,401.926,0.142809,0,0,0,1430.93,319.369,0.519833,1449.03,391.747,0.250011,1398.2,321.623,0.394656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375.53,231.183,0.889921,1399.29,231.238,0.867279,1354.09,247.01,0.664791,1415.11,249.234,0.568563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,1089.48,260.576,0.815907,1131.28,311.488,0.660935,1070.22,320.496,0.538714,1006.9,387.243,0.248724,0,0,0,1193.5,302.391,0.590256,1226.26,397.397,0.2931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077.03,249.288,0.840895,1100.74,240.273,0.826714,0,0,0,1141.45,237.975,0.804212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,158.774,248.174,0.859257,176.905,330.704,0.119575,113.576,330.68,0.0711538,0,0,0,0,0,0,242.482,334.092,0.203058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.113,236.845,0.775397,170.123,225.539,0.76118,128.285,248.154,0.0908128,201.758,223.269,0.446951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,1597.19,244.745,0.837906,1606.25,314.864,0.459604,1550.83,317.13,0.487594,0,0,0,0,0,0,1660.49,314.871,0.291622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584.71,236.855,0.815909,1607.37,232.323,0.859835,1568.93,254.908,0.565369,1628.85,249.294,0.589957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,647.326,193.83,0.817331,669.912,329.584,0.369522,585.122,326.169,0.204007,563.623,404.192,0.0691819,628.083,294.504,0.691068,758.125,340.866,0.336608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623.579,185.967,0.815902,672.192,176.954,0.876193,602.087,222.135,0.5843,700.418,213.071,0.466338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,1389.06,242.507,0.853418,1378.94,320.548,0.746464,1326.92,323.898,0.637434,1320.15,398.542,0.161392,0,0,0,1432.1,319.387,0.570831,1452.45,389.497,0.208269,1402.67,322.778,0.348652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1376.68,231.186,0.902005,1400.42,231.226,0.859969,1355.19,248.115,0.738535,1415.13,248.181,0.534784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,158.763,248.153,0.881944,178.027,330.694,0.175699,116.972,329.559,0.0987653,0,0,0,0,0,0,242.505,331.835,0.256964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.356,237.936,0.798875,170.125,226.661,0.775828,0,0,0,201.78,226.655,0.478737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,1596.07,244.746,0.854202,1606.2,313.736,0.456327,1548.55,317.107,0.45196,0,0,0,0,0,0,1660.51,313.733,0.279549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1583.59,235.695,0.810206,1606.24,232.292,0.885815,1568.91,249.243,0.643257,1626.56,248.154,0.634737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,1090.55,260.592,0.810378,1127.89,311.492,0.696429,1064.59,321.677,0.545068,1026.12,394.023,0.0894931,0,0,0,1194.6,301.282,0.583446,1225.15,392.879,0.316332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079.23,249.272,0.841202,1099.69,240.283,0.842082,0,0,0,1141.48,239.06,0.83492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,647.319,192.739,0.81277,669.94,329.537,0.402001,587.39,326.162,0.296706,562.517,413.244,0.134091,628.117,294.49,0.69711,758.132,338.597,0.361135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624.704,185.95,0.824864,672.157,178.069,0.835646,604.346,220.968,0.596831,700.433,214.215,0.503371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,1389.1,241.402,0.855686,1378.89,320.518,0.741049,1325.83,322.77,0.649307,1320.14,399.66,0.182362,0,0,0,1429.83,319.363,0.555912,1452.43,387.228,0.22768,1403.82,321.647,0.299995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377.77,231.153,0.909176,1400.44,231.216,0.854454,1355.17,247.029,0.715664,1415.12,249.256,0.492614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,158.764,248.155,0.881081,176.913,330.69,0.167284,116.968,329.569,0.0951282,0,0,0,0,0,0,242.497,331.849,0.251173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.351,237.945,0.797435,170.122,226.655,0.774283,0,0,0,201.78,225.541,0.461391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,1089.5,261.724,0.806626,1127.92,312.559,0.68467,1066.83,321.657,0.527573,1020.49,392.887,0.120539,0,0,0,1194.61,301.258,0.569157,1226.28,395.143,0.318023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078.11,249.289,0.837485,1099.68,240.288,0.834514,0,0,0,1141.49,239.043,0.829912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,1596.02,242.492,0.847767,1605.07,312.62,0.506624,1547.43,317.104,0.4842,0,0,0,0,0,0,1655.98,311.477,0.297776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581.34,233.464,0.81704,1606.17,231.196,0.912025,1568.85,248.183,0.632133,1625.45,247.015,0.633847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,647.332,192.732,0.791011,672.201,329.574,0.410091,591.887,325.029,0.295531,560.257,413.249,0.152718,628.101,294.486,0.709977,759.248,339.737,0.353622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624.695,185.961,0.808144,671.075,178.023,0.832945,605.485,221.014,0.578804,700.492,213.076,0.470186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,1389.12,241.353,0.869982,1378.93,320.525,0.760421,1325.82,321.692,0.662744,1319.01,399.671,0.193124,0,0,0,1432.07,320.48,0.595268,1449.03,389.498,0.278546,1402.68,317.129,0.307975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377.8,231.131,0.91249,1400.45,231.2,0.855622,1354.1,247.003,0.693508,1415.1,248.15,0.42538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,158.77,248.146,0.880013,176.888,330.693,0.190043,113.584,329.547,0.108445,0,0,0,0,0,0,242.497,331.838,0.270576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.371,237.952,0.807577,170.148,226.671,0.765617,131.646,248.086,0.0501657,202.871,224.416,0.478417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,1090.54,262.847,0.802582,1130.16,311.469,0.674656,1069.1,320.516,0.541417,1012.57,383.832,0.186967,978.635,375.945,0.079125,1193.49,301.268,0.57478,1225.16,392.883,0.318174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078.12,249.304,0.822953,1100.76,241.346,0.819769,0,0,0,1142.56,239.08,0.841562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,1594.92,241.369,0.847322,1603.96,312.636,0.478152,1547.42,316.002,0.480416,0,0,0,0,0,0,1653.73,312.609,0.286488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580.2,232.327,0.856958,1606.17,231.157,0.915402,1567.75,248.154,0.578643,1625.46,247.03,0.617667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,647.314,190.467,0.765678,673.316,330.718,0.392758,589.637,328.425,0.262901,561.367,413.242,0.0967883,629.223,295.623,0.721405,759.271,340.874,0.340307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625.795,185.982,0.828341,672.209,176.9,0.87684,608.831,220.975,0.615373,701.608,209.706,0.429342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,1389.12,240.267,0.888348,1378.92,320.535,0.764229,1325.82,322.757,0.664348,1321.27,400.786,0.193074,0,0,0,1432.09,320.486,0.605932,1449.04,391.761,0.263522,1404.96,330.703,0.29045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377.82,231.131,0.921427,1400.44,231.188,0.860334,1355.19,246.993,0.688379,1415.11,248.134,0.457863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,1090.56,263.978,0.815283,1131.3,311.454,0.681588,1071.34,319.393,0.565223,1012.55,381.563,0.336863,0,0,0,1193.49,301.297,0.582378,1226.26,392.89,0.323437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078.14,250.403,0.810776,1100.76,241.379,0.813616,0,0,0,1142.56,239.111,0.836147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,158.773,248.144,0.870993,176.886,330.692,0.169676,113.581,329.55,0.0992632,0,0,0,0,0,0,242.504,332.954,0.244568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.235,237.933,0.790426,171.237,225.55,0.768524,130.487,248.14,0.0736727,202.892,223.295,0.46916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,1593.77,241.369,0.821768,1603.97,313.74,0.44809,1548.55,317.129,0.449059,0,0,0,0,0,0,1655.98,313.739,0.287216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1578,232.34,0.868965,1605.08,230.096,0.914909,1565.53,249.239,0.535122,1624.35,245.885,0.608327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,650.714,191.603,0.721981,672.186,330.709,0.40728,587.394,328.438,0.254906,561.381,413.243,0.0921622,629.221,296.756,0.697608,759.27,339.749,0.351139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626.962,185.914,0.844592,673.31,176.931,0.897819,608.833,219.845,0.623257,701.581,209.683,0.457738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,1389.11,240.261,0.895721,1380.07,321.609,0.762327,1325.83,322.791,0.650848,1321.25,400.799,0.17796,0,0,0,1434.35,320.501,0.634203,1449.05,391.744,0.245671,1404.94,321.647,0.317847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377.82,230.094,0.917865,1400.45,231.181,0.860177,1354.09,246.991,0.66743,1415.14,248.148,0.468161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,1090.55,263.954,0.806844,1132.4,311.477,0.688092,1070.24,320.512,0.566268,1002.39,391.752,0.287206,0,0,0,1194.61,301.283,0.581045,1225.16,392.895,0.308261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078.12,249.323,0.81528,1100.76,241.346,0.814426,0,0,0,1142.57,239.099,0.843824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,158.798,248.147,0.873804,175.778,331.838,0.156711,111.31,331.819,0.0925055,0,0,0,0,0,0,242.496,332.941,0.227856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.241,237.932,0.788191,171.242,226.655,0.773715,129.383,248.163,0.082859,202.895,224.412,0.467924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,1590.41,240.28,0.844056,1598.33,312.614,0.52394,1547.41,314.845,0.512928,0,0,0,0,0,0,1645.81,312.607,0.344065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1577.98,232.321,0.887874,1603.94,230.067,0.886148,1563.27,249.252,0.569999,1623.17,245.89,0.652693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,654.075,194.975,0.783043,674.431,329.549,0.431033,591.913,322.789,0.271446,561.389,413.244,0.112307,629.204,294.554,0.704849,759.267,339.735,0.354365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626.974,187.065,0.829509,673.334,178.049,0.88564,606.619,221.02,0.588301,701.592,213.103,0.452819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,1389.1,240.22,0.909346,1380.11,321.614,0.764651,1326.9,322.789,0.657069,1320.12,400.786,0.190809,0,0,0,1435.46,320.505,0.657838,1452.42,391.749,0.257998,1404.95,323.913,0.325576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377.79,230.076,0.909889,1400.43,231.156,0.868087,1354.1,246.996,0.679616,1415.12,248.121,0.499653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,158.802,248.157,0.877319,178.043,335.221,0.125778,111.318,336.348,0.0762606,0,0,0,0,0,0,243.612,334.073,0.197348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.343,237.952,0.803052,170.142,226.641,0.77426,130.51,248.178,0.064115,202.892,224.389,0.46635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,1090.55,263.954,0.806733,1131.29,311.476,0.67517,1071.32,320.491,0.561497,1009.15,383.838,0.282535,0,0,0,1194.6,301.292,0.574055,1225.13,390.618,0.317241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078.12,249.329,0.810885,1100.77,241.345,0.814123,0,0,0,1141.49,239.068,0.828576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,1589.29,240.281,0.851315,1599.43,310.34,0.526414,1548.54,312.646,0.538649,0,0,0,0,0,0,1646.92,309.192,0.343149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1577.93,232.317,0.874558,1601.72,230.062,0.872172,1562.16,249.235,0.604396,1622.06,244.752,0.60823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,650.718,194.978,0.794774,674.439,330.669,0.400377,591.909,326.173,0.277803,562.495,413.247,0.137196,629.184,295.642,0.699584,759.268,339.754,0.351273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626.953,187.102,0.816737,673.341,178.07,0.883164,605.471,221.002,0.537255,701.604,213.118,0.485141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,1389.12,240.182,0.906208,1380.03,320.499,0.752433,1326.93,321.692,0.658877,1322.4,400.771,0.174959,0,0,0,1433.21,319.381,0.594441,1451.32,388.375,0.275434,1406.07,327.3,0.304607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377.78,230.04,0.897048,1400.44,231.132,0.861573,1354.09,245.893,0.684374,1415.1,248.137,0.449354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
